mp_id,formula,K_vrh_DFT,G_vrh_DFT,K_vrh_mace_matpes_PBE_0_D3,G_vrh_mace_matpes_PBE_0_D3
mp-203,NiTe,114.446,31.57,109.55708015749823,43.426725400014405
mp-1105780,Bi2O3,33.361,27.707,117.31422648381569,50.547691497569296
mp-864952,Mg3Ag,47.879,33.169,56.631040895107596,32.6103962053779
mp-504935,K2PbO3,38.231,19.096,66.47965482715874,34.55545155534994
mp-74,Rh,252.9,150.16,305.9553146124115,161.36134269336867
mp-19717,TePb,38.461,24.006,39.49349656427217,23.278732864404454
mp-10060,DyBPd3,143.573,17.014,139.6588465445824,34.13894879494203
mp-867507,TaGaFe2,222.56,126.478,244.30857972877592,144.75573643829324
mp-865097,NaHgPd2,80.025,24.87,103.93191394344603,24.64016360770242
mp-20905,OsS2,193.971,139.154,227.92634527439867,113.88865839697179
mp-1539,ZrTe,94.136,55.771,103.13154052435313,80.66403955428177
mp-4595,VFe2Si,243.627,2.215,284.4903350347211,133.42946215210063
mp-2348,Zr2Au,119.202,46.202,134.19396078489257,45.45874930722669
mp-1002206,SiC,252.718,221.298,253.4519939554286,240.9280920386414
mp-997084,RbAgO2,40.617,18.339,54.235954209816946,31.75935598324121
mp-861600,Ho2ZnIn,60.928,31.772,46.490029460916155,22.922099526989836
mp-1184,La2C3,106.014,11.549,116.05928900246128,61.719214454746734
mp-29175,Ca2AuN,59.67,26.965,75.83045007582359,41.160325433078235
mp-960,B2Mo,303.426,158.777,328.8553359648265,222.16042100931642
mp-982664,K3In,6.456,3.082,8.969162228157137,4.372922935938311
mp-4826,CaCuO2,120.874,63.044,126.39035610808949,66.05272356519006
mp-1007,DySb,60.478,34.856,64.91489892786778,29.15815797350501
mp-977399,LiMgPd2,84.673,40.498,102.86476938602722,50.214488237383684
mp-3148,Dy(SiPt)2,145.085,12.014,149.4688037407885,72.54480466423925
mp-1775,SnAu,72.865,20.977,77.15912042937889,27.496413647553055
mp-989635,CaMoN3,106.478,46.526,168.63017387228248,78.06873444997079
mp-864789,Yb2SnHg,39.222,30.672,57.37262891432168,30.732715586825584
mp-541627,K3Fe(CN)6,18.725,8.879,86.93457338607986,33.752712602982314
mp-754040,CeSmO2,141.282,73.418,140.6129480056425,61.80913463252747
mp-21888,Tm3SnC,40.815,8.526,27.473587857644763,9.394822411161472
mp-1388,DyRh2,154.129,61.485,149.51424240712473,51.433873155981594
mp-11358,TaCo3,242.198,141.455,244.7011270757048,120.50717678016677
mp-16496,Al(CuRe)2,210.864,90.488,267.16456714695505,90.89523051155496
mp-861479,PrYMg2,39.202,22.951,37.17277727048097,22.173012351955368
mp-875,AlOs,236.689,124.889,229.37034631374945,159.13493919932253
mp-867788,TaGaOs2,268.88,122.335,276.46276456073736,139.67699776222523
mp-2388,CdTe,46.602,19.072,58.06522790724996,28.377894325853504
mp-9814,Cu3SbSe4,60.879,20.692,61.85781340975559,19.824191578689682
mp-19971,ZnCo2Ge,179.248,26.3,194.3591912247148,99.28220599850934
mp-2050,HoSb,61.329,35.415,61.850405049477615,26.569296989959028
mp-1029784,Rb2CN2,25.925,11.927,50.101726666437024,24.287644946091387
mp-989530,SrTcN3,100.89,42.097,153.23853237968743,67.72079107101086
mp-978527,SmDyTl2,54.144,16.825,39.96667200665676,17.99075772170918
mp-1275,SiMo3,251.363,129.281,276.98880532647615,144.821047211824
mp-862830,PaTlAu2,99.51,24.885,123.26098451430067,39.62490552731752
mp-11520,YNiSb,88.707,55.328,104.4579710449622,70.63516261614352
mp-3804,Sr(PRu)2,87.317,50.755,135.7054512482152,71.68773115028404
mp-3486,KSnSb,19.885,13.626,36.29920084084149,19.823911127065344
mp-862871,PbCl2,29.472,8.309,31.737913110375356,10.79965955028682
mp-976598,LiHf2Ir,142.948,57.973,151.5826876843609,59.73469508608158
mp-20549,CaPb3,38.108,18.658,43.32708103920825,15.819042678157897
mp-753495,Sb3O7F,169.58,105.424,177.4126241941745,100.25100536735386
mp-583266,MgZn,54.259,16.418,63.255241898268736,36.539542897955215
mp-1007824,GaN,50.017,22.424,88.73466634499253,29.775175272643757
mp-977439,Ce2ZnPb,35.63,16.368,59.52296022960862,9.134633219218786
mp-832,HoPd,94.522,35.725,80.41638342971915,28.46401478026907
mp-1100,YbC2,64.179,8.69,114.18796810849646,56.299532747843536
mp-22973,NaMnBi,23.646,13.384,28.404217719642688,23.411872510673756
mp-505804,Ti2CuSb3,90.931,51.886,112.55988894162768,58.90024969891549
mp-1016442,SrMg6Ga,29.542,19.932,35.649912618043615,21.016731674183138
mp-862986,PmBr3,3.842,1.7469999999999999,26.103470128795454,13.813258607137799
mp-862720,Sr2CdIn,26.36,15.966,32.51764142847046,19.121677781135144
mp-8623,K2Te2Pt,22.506,10.459,41.038370273104796,17.930204164647417
mp-16341,Li2HgGe,41.262,4.176,58.38568027627334,28.785364452743238
mp-1008490,BiI3,34.173,1.423,56.006486800303094,2.132591476040702
mp-505599,VNiSb,142.304,47.873,171.62543335340334,90.14328330332474
mp-9060,RbPdF3,67.565,22.825,54.37131179538607,23.90003519446073
mp-753260,LaAgO2,90.615,23.117,95.59086484596178,37.761961783641816
mp-10178,LiMgP,55.743,22.303,67.37143695345287,45.72785960344725
mp-866192,Li2YbSn,34.107,29.306,56.09173958031661,50.090503519844674
mp-976793,LiEr2Ga,54.254,36.081,50.43815965299862,31.660512998413648
mp-7926,TaSe2,22.817,13.913,132.24154633857486,69.91381731571425
mp-29520,LiAuI4,6.138,3.8,30.46853337430137,11.178917251349866
mp-5841,RbCuC2,16.425,14.044,41.86548628436394,20.752033999363924
mp-10398,HoNi4B,150.211,79.36,183.96061219409378,91.41367646213666
mp-2347,NiAs,116.72,18.447,116.79025970451822,17.694143561867804
mp-1018053,InCu,68.624,19.561,86.9322001411465,36.478842509688306
mp-3721,SrHfO3,154.085,98.02,166.9698673080397,94.4661168207672
mp-1540,HoTl,55.065,19.277,44.22413411220759,18.626658400144237
mp-30365,BeAu,148.197,42.582,176.91420339301877,68.66953864922245
mp-973141,ScCdCu2,90.97,37.258,116.7258295623158,49.37165068358429
mp-984627,Dy2ZnHg,63.653,27.597,47.91323229058882,19.59003026076585
mp-865038,HfTaTc2,222.224,99.455,244.4486685542793,98.89261188169735
mp-27984,PrClO,72.722,33.187,87.1102126094459,37.37900933833885
mp-12072,UAu2,111.096,48.418,141.7553444235774,57.311117374368635
mp-1601,TaRu,253.312,75.517,247.50297721927586,71.08700965091249
mp-981365,V2ReRu,268.222,126.088,259.69857891601714,107.20861790532334
mp-23,Ni,173.808,91.592,236.67987501160445,96.71188463150307
mp-1078278,CrB4,274.936,261.781,330.17643661344493,255.37892690336218
mp-569708,TiPt3,234.145,105.465,259.7304131570842,122.33144287876884
mp-9318,KZrCuSe3,30.478,18.801,65.22095295805083,36.65491958585021
mp-5749,Cr2FeSe4,52.11,33.226,84.53472899240403,58.67175074982752
mp-2879,SrSnO3,137.515,74.953,130.18526916302437,74.32212289462707
mp-6613,Ba2YTaO6,137.826,79.834,150.26576690627232,79.43814401965298
mp-30053,NaCN,18.145,11.602,55.89452873494677,24.963722345898386
mp-30835,TaPd2,205.117,73.846,243.8878948548913,80.83510982428473
mp-1025229,TiGa5Co,108.798,50.857,108.36963137592184,62.87221552834974
mp-8354,LaF3,109.184,26.885,116.09729113916511,47.816094772149306
mp-143,Tm,45.516,31.32,22.39707907002194,23.12437003606663
mp-3055,NdB2Rh3,199.655,90.324,185.06282734125514,93.84230443035251
mp-13070,Sc2AlC,86.185,56.9,107.51438098973014,71.73383106577405
mp-979459,Sm5Mg,35.469,16.772,18.276009056635203,14.69254153612109
mp-559044,CuCSN,47.668,19.3,71.20061011993064,38.88503920649222
mp-862705,AlZnIr2,220.942,108.285,244.08265265658343,132.81651487119734
mp-1432,Be2B,144.862,92.441,186.1686720727827,151.19091714298074
mp-865757,YbGaRh2,130.602,55.665,153.62038232020242,61.87607754886632
mp-1017985,TiAg,102.455,28.597,134.1423982576698,46.542944673859274
mp-27689,PH4Br,14.902,8.571,45.96819502676767,29.593908721169655
mp-1017377,Mg6SiB,46.07,21.502,58.28934704901674,35.85727693389803
mp-568789,TiSe,112.457,75.306,129.84461298300678,96.18423751533876
mp-558392,Bi2Ir2O7,202.159,15.516,145.23649535315585,63.089808072462795
mp-546621,ErBi2BrO4,69.714,36.579,109.09365996543771,54.86493185531391
mp-20237,CoNiSn,160.052,49.515,155.4212757416948,65.25867082008324
mp-8470,NaPrO2,84.293,42.149,117.62445600315007,61.13634952845958
mp-1191390,TmAlB4,181.007,153.686,207.5898959693356,169.50114941092625
mp-974527,NdSmZn2,53.007,28.981,41.64429961568631,19.015043097508503
mp-22756,K2PbO3,39.098,17.293,65.35870760464414,33.933647188003654
mp-10965,DyAgSb2,67.671,36.442,67.4395669640445,38.7966029811485
mp-567389,Li2ZnGe,42.925,25.919,54.16649896080366,30.513023983281986
mp-571271,TmPt2,169.621,75.074,181.97041486866488,70.0857237182562
mp-971958,Tm3P,60.974,21.319,41.15289288538463,36.817664397873955
mp-867762,DyMgAu2,84.578,20.809,80.53249669656346,32.54548522307331
mp-977011,H3PbCI3NF3,9.507,5.147,45.981430538175886,29.378226774841885
mp-1019054,ReC2,348.768,194.625,416.7436214869515,229.89038496262228
mp-12070,CuAs,106.034,24.932,115.71974234122476,52.221908271937856
mp-4157,Sr(NO3)2,31.616,13.799,110.78149104987563,59.70884091438674
mp-13108,SrHfO3,156.926,91.657,167.4769429207184,92.69639360209572
mp-30351,MgAg3,77.693,17.218,90.90815515108999,32.32117553358229
mp-865195,TmGaRh2,147.294,55.923,153.17788030394476,58.240376129027254
mp-2297,NdC2,101.733,37.086,114.57427339755425,58.20373673077684
mp-31018,SrAgBi,35.76,20.895,44.56097901904333,28.86756713388922
mp-5090,Ti2FeSe4,57.172,41.074,105.46214926824923,74.97110923654209
mp-979934,YErHg2,63.799,28.694,67.18321203685726,28.20591553493343
mp-567412,Y5Sn3,62.369,45.075,63.91478879345282,43.94974396958627
mp-975321,LiSi3,40.544,1.5819999999999999,75.46014222034917,17.416163519877603
mp-510076,Rb7Au5O2,14.598,7.755,25.046375897444875,14.148412456085913
mp-1975,TmN,172.542,137.49,156.35927024998844,111.10586056328239
mp-1025370,InSiPt5,198.864,66.434,212.5127980698208,76.87857410199332
mp-2449,NbRh3,248.556,148.259,239.80261818854376,129.6396311665763
mp-1018714,HfGaCu,125.165,70.481,153.3901331584261,87.989692494475
mp-1019259,SrSnHg,36.162,21.448,45.67243400698863,27.999707020494547
mp-22901,KI,12.418,5.209,13.999115729314132,7.6656696497997725
mp-30981,Te(HO)6,26.626,18.976,124.70049328724676,93.44450340461857
mp-10039,Pr3AlC,61.702,40.798,55.39418204284241,37.38773257694048
mp-1078,CaCd2,39.906,23.145,54.71048588646586,27.651208359552783
mp-30564,ThCo,101.93,22.233,115.25008949535989,34.21686824114063
mp-437,MgAu,81.405,25.035,94.03092772712596,38.64028310242598
mp-11286,CaHg,36.327,19.466,46.781141265871824,24.548377271528025
mp-8039,AlF3,124.366,76.51,116.26653673347877,78.14885928885286
mp-865191,FeGeRu2,223.605,101.794,237.5231078737851,113.02445992034464
mp-978083,Pr2ZnAg,52.345,20.487,46.36782344572859,9.777536864882101
mp-982869,PmYAl2,60.622,35.164,54.3682678140073,24.191079202795297
mp-972828,Cu3Si,136.43,53.369,165.76856271514322,61.6905795768114
mp-10161,KZnSb,24.144,15.515,29.923943836428155,20.973271217539015
mp-1332,Si3Mo5,240.773,121.292,233.52942583533192,120.5302235163448
mp-1046056,Ba2TlBi2O7,27.729,8.573,91.85550575778076,45.81111463143459
mp-2644,CoSb,148.223,69.404,143.71874712862993,92.4197898881167
mp-977542,LiTbTl2,42.072,17.115,42.42424958409358,22.293387141525614
mp-754326,NaAgO2,58.425,26.511,73.19595175712881,42.16605049702025
mp-973316,NaLi3,11.571,5.99,14.16349648561127,7.8918937583177735
mp-8883,GaAs,60.75,41.228,73.29129214318027,56.515643968978104
mp-17332,Sc5Ga3,70.414,68.245,69.33505481577647,45.09027802846437
mp-1025350,Nb2CoS4,22.211,63.614,147.44090483211164,60.43945551389597
mp-20999,La3InN,65.083,41.796,62.98858416329712,43.19029559717296
mp-865523,TiMnRh2,183.807,75.228,222.53275497203296,69.59798443861266
mp-8697,ScBO3,158.788,71.217,173.33716509457173,78.85978990617753
mp-4510,DyNiSb,90.475,56.439,90.89285715126658,61.220196685628515
mp-546973,SrSnO3,142.602,88.097,132.96770634348505,78.58013325660305
mp-19816,Sm2In,48.746,20.676,35.74328519047438,21.63300432958103
mp-560358,Zr2P2O9,85.09,47.769,196.16134731882235,88.68578254525806
mp-350,Zr5Te4,68.334,35.885,100.13810526783395,63.08621367262849
mp-1002210,EuS,79.757,18.648,66.16398835491916,39.36459241235834
mp-4815,Pr(SiRh)2,137.912,83.789,165.68568755960308,84.67740398040611
mp-16526,AlPt2,203.954,60.327,219.05402501243108,80.27262552326248
mp-865355,Zn3Pt,137.109,52.461,139.9391628052672,50.072702488876075
mp-980760,SmNiGe2,99.958,44.624,99.01227415855544,56.64285553898192
mp-865731,Li2HgPd,52.245,13.98,81.68570399380849,33.6004503085914
mp-985439,BaPAu,57.169,33.396,61.69920573616602,36.61563313789619
mp-864620,CaSmCd2,42.683,22.585,38.70398739695413,20.982689483532305
mp-1804,Fe3N,253.773,180.178,192.04518064335733,121.34596844286322
mp-1025349,Sr2ZrO4,117.107,66.772,137.7928697023568,76.85350986487938
mp-13263,Ce2Mo2C3,136.107,81.553,201.80674460444374,97.6485917804384
mp-20012,InSb,36.737,19.944,49.04436108993995,24.95497403922538
mp-570677,Ba5Al5Sn,29.211,18.994,37.26396171544707,26.128503191348067
mp-10446,Sc6NiTe2,71.461,15.21,76.97585979784442,44.2507318500822
mp-29647,SmSb2,58.083,28.693,58.76576196607193,32.97735382947493
mp-862473,Sc2AgRu,111.847,37.977,127.33507835359507,50.536839491423436
mp-22996,SbSeI,7.09,5.167,41.861725384382275,20.611637796016836
mp-974415,Re3Pb,244.499,26.112,248.73389099143938,49.508835358195924
mp-1002230,PuBi,33.229,0.486,65.91483939724958,-3.5808646377721267
mp-22769,TiCoGe,168.613,76.495,173.56062176662977,99.61313824581005
mp-11957,CaSn2Ir,75.338,38.941,88.67842514545796,40.43136896396548
mp-978964,Th3Mg,52.8,28.975,66.67553980590982,28.444527080778034
mp-1008928,EuSe,38.732,15.025,51.477252968953024,34.949342634610495
mp-21188,CeNi,71.273,15.258,78.32979544783798,16.847115763880076
mp-30371,Cd5Au3,73.514,11.916,94.85657252801923,27.65477559426137
mp-22908,BiCl3,4.002,3.6950000000000003,51.426595361535014,21.904143008193806
mp-760432,Cu2O3,95.16,44.243,162.86553560302366,69.96500979392206
mp-22752,FeSn2,80.683,60.881,99.35983771676521,54.263899135588886
mp-979962,AcYbCd2,36.361,18.723,44.57242592481226,23.618872799366166
mp-1476,ScS,99.417,53.382,123.21555950872448,84.77848174724011
mp-31510,NbCuTe2,65.953,37.452,96.26558961916908,58.45016604600279
mp-754567,NaCdO2,69.553,28.076,96.08358573376522,44.18351787689138
mp-864915,HfBr3,5.026,2.429,49.81565771902602,28.951269444862117
mp-470,GeO2,202.915,130.151,199.08618665579874,100.99392532822918
mp-1025323,Dy2Cr2C3,160.099,68.541,171.72631001471643,86.80447927317026
mp-2022604,Ag2Se,25.252,12.062,76.82651946825673,23.923744354815582
mp-1018709,Hf2GaSb3,93.197,62.432,101.8634564421341,65.34007587522287
mp-975801,PrTlAg2,61.809,18.365,64.74406349354915,21.569735245210016
mp-867920,K2Rh2O5,84.38,47.77,128.46192170218967,60.519413303237556
mp-4998,Sr2IrO4,128.645,47.185,146.12700502121209,66.8390420935551
mp-5723,ZrAlNi,130.593,73.136,137.49832188568283,57.087928919779756
mp-450,NbB2,286.562,201.475,358.33093289881083,252.60798081680448
mp-4962,CoSbS,113.942,77.053,136.13305909823308,81.54398201698879
mp-20796,InPt3C,196.047,7.245,185.23391077557935,25.37428155859962
mp-13277,BaLiP,39.363,29.534,40.727294062910374,30.350394113595176
mp-3536,MgAl2O4,182.861,98.235,196.5075618171464,110.48284765501569
mp-22568,V3Ga,168.668,52.731,220.00194226328173,86.22405457898026
mp-962077,TiAuCl,68.261,5.193,48.08925520993696,14.178005642899691
mp-3346,HoZrSb,80.205,39.455,80.80782049911252,44.7710465179057
mp-505824,Cs2PdC2,27.319,12.019,39.84228967433349,17.50835202502852
mp-23933,AlH3,27.922,35.304,70.81190436511062,54.100142588974926
mp-1773,ReB2,337.733,276.94,397.43860827174547,282.05360970082984
mp-559976,Ta2CS2,34.146,23.124,183.91767529576765,110.82156905975258
mp-7472,RbAuO2,28.089,12.606,42.0632278823384,25.38239400668659
mp-10931,HoSF,110.246,56.989,105.52995807503342,57.10380183521778
mp-22707,EuAgSb,40.661,27.11,53.77897839648657,33.437479157268875
mp-865320,Lu2PdRu,115.779,46.14,123.89733783576351,50.679614092836246
mp-862815,LiScAu2,82.368,15.743,97.37624866419512,36.332590939160376
mp-569671,ZrSb,104.291,59.306,114.84101312979757,71.04070720039425
mp-5821,TaAgS3,82.882,36.596,120.46362303574604,59.0733777115901
mp-1400172,SbO2,68.54,37.802,113.92153406165394,62.90200592771567
mp-38605,Sn(BiTe2)2,16.764,13.418,45.168666662400796,20.557103576647286
mp-861974,PaCdPt2,145.981,32.81,186.01537418627038,31.440379193907084
mp-864898,Na2TlBi,22.587,16.745,27.57582401129378,14.763547002581522
mp-20070,GdTiGe,73.046,43.448,97.20496820037316,54.03439921195065
mp-2781,ScPd,110.671,32.904,115.12663034122376,42.69413830107073
mp-22412,Ba(MnGe)2,50.054,34.428,79.20873301534105,36.877343293267735
mp-4561,UAl3Pd2,116.197,63.137,127.23569806284296,67.8714306461364
mp-408,Mg2Ge,49.429,42.782,61.18614406631606,43.75446003898327
mp-23507,InSn2Br5,11.176,6.001,28.40827956855651,12.98606333429627
mp-9172,Li4TiO4,79.937,43.617,128.79123237319223,69.7270917859581
mp-10750,Dy,41.225,26.058,25.255509240040602,15.101844862239096
mp-1185209,Li2ZnSi,52.049,42.979,64.43571358470949,55.41195254581108
mp-1029595,Na3OsN2,41.387,20.467,93.29031071815605,45.443309807634556
mp-972845,SiMo,199.027,101.53,198.24819586628595,110.22303249974382
mp-755544,YTlO2,83.732,34.596,104.22425093461017,54.16590538520503
mp-975834,MoRu3,295.76,165.564,290.5083105013035,150.11280094052836
mp-22262,CoMoP,244.767,123.348,260.08419471854205,133.23664065391714
mp-1018148,ScAu2,117.569,46.472,141.97437526673684,52.86935273436495
mp-17702,Yb2SiO5,81.431,30.023,175.86578726158498,97.86208708183337
mp-5046,BeSO4,37.858,34.279,156.9110504483458,92.17822042532474
mp-34903,MgGeP2,63.914,32.097,68.1907197366036,39.3763914633976
mp-867123,TaTiOs2,267.946,94.516,275.7772477813968,126.06747849730651
mp-5605,Ce(SiAg)2,90.121,51.335,109.35486445818101,63.68857643983239
mp-3281,Al5BO9,159.267,78.213,170.1668759053792,99.2454659916908
mp-5729,YAgSn,71.171,41.828,87.94721213077074,52.53000057801943
mp-866081,MgSc2Os,105.142,25.439,114.06994626569221,49.355204258418155
mp-29658,ZrNiH3,166.689,69.397,173.53828584531098,98.94557205426511
mp-10739,TiPRu,219.7,102.358,223.52175943156647,111.34904305357534
mp-1424898,YBiO3,113.052,19.427,91.37291515313979,39.77322072112409
mp-1018689,ErZnIn,65.841,40.822,63.500999903678526,35.72314927602561
mp-1240,HoS,99.911,42.662,82.40864177840733,51.01630080873784
mp-2078,TiCu,127.744,62.551,172.08060907190122,66.31449999700136
mp-4652,MnRh2Pb,151.048,28.127,171.03553827049998,63.78827713815442
mp-2725,TbIr2,196.495,86.675,169.4720736978399,57.93076264990985
mp-985283,Ag3Ge,82.772,10.842,107.53774193686684,19.348798060772303
mp-4227,BaVS3,46.423,2.098,76.04426786829355,35.836702057123645
mp-102,Co,200.587,120.256,218.59237206580303,100.89664291191939
mp-570568,W2NCl8,4.479,2.06,50.80872636588416,24.459810550797286
mp-2626703,BaCO3,50.172,19.045,87.92930036205664,41.84229301716004
mp-864631,LiNbRh2,175.191,56.338,193.08400674050824,68.09333179820398
mp-21318,PtPb2,74.915,19.891,89.22676534971521,25.320478836084526
mp-567406,SmZn5,76.323,41.622,71.24094399768266,36.81595059760645
mp-910,NbC,296.238,180.981,353.1869168873344,225.22359148475013
mp-1705,Sb2O5,125.537,75.478,192.24356709738677,102.16267769092478
mp-10261,TiNi2Sb,137.552,27.593,134.0103499158221,30.84770800369233
mp-720,TlF,6.828,4.15,35.61353343539504,13.398414084135513
mp-10086,YSF,104.335,54.195,102.8469411319695,55.06497620974724
mp-13436,PrMgNi4,113.482,48.482,135.63729601675007,59.03866120247276
mp-34240,NaZnAs,42.014,15.206,59.12630626285146,38.0300343490972
mp-22863,CuI,6.287,11.412,51.18035724396958,13.43724701382327
mp-13900,Sr(CuO)2,68.022,26.331,94.35757907243296,41.854658436870324
mp-10755,TiFeSb,119.461,56.301,162.99823185941392,94.430673568445
mp-553310,CsCuO2,29.967,12.092,41.0615074122154,21.3822235220352
mp-757,Li3As,34.809,30.48,46.72745338317388,39.64285969368816
mp-2802611,H3ClO,8.222,4.34,34.45630607688894,24.123800964057494
mp-258,ZrV2,138.858,8.879,152.82219334450346,34.20906723110987
mp-568565,CrAs,97.069,68.271,79.84336770402446,66.13828397713667
mp-29417,Na3ScBr6,14.933,6.566,26.608798676889183,14.10594732453219
mp-603347,TiNi,145.461,61.591,165.06567886145638,62.81504942872008
mp-8102,W3N4,344.254,70.766,389.8158794572268,170.72152443669873
mp-5175,NaInO2,90.689,50.611,116.35424413571127,67.82583750980363
mp-29398,Cs2HfI6,6.99,4.16,21.9401108803422,12.189826556692198
mp-4454,CeCo3B2,321.221,472.294,220.22922825828377,100.9963458913517
mp-2033,Ni3N,201.929,73.848,223.4931299289607,88.96767642128421
mp-31038,CuSe2Cl,5.622,5.1370000000000005,57.95609524981609,21.331591562056087
mp-555056,SbS2NCl6,4.891,1.901,43.18792630800635,21.44202164442391
mp-752849,Y2Pb2O7,139.254,70.675,137.1741105398922,77.81115359415321
mp-5072,Rb2HgO2,23.964,11.792,41.95959904714042,20.874272890735813
mp-864936,MnGeRu2,227.345,109.437,247.2287749630478,118.3921624860723
mp-1426094,AlSnO3,152.634,53.245,105.50504267256892,69.14578920199557
mp-1552,Mo2C,295.211,151.829,292.3208878213595,156.66233348868704
mp-864788,NbInRu2,210.794,96.619,231.7746785907706,108.53337130850618
mp-549158,InCuO2,120.572,35.461,125.48323581717274,61.17571129002887
mp-997616,BaC,37.274,2.787,37.69824133796196,17.288428526413956
mp-631536,KBIr2,136.47,27.99,181.35253990395515,37.930659468544405
mp-864606,AcCuO3,163.571,81.723,184.27051085147127,90.96252084870511
mp-10695,ZnS,69.082,33.55,66.28210557864631,36.11823515077413
mp-6961,Sr(SbPd)2,69.54,20.054,86.07926335591459,33.516782850482954
mp-557266,HgO2,41.06,15.676,62.43607057707029,30.353709670970446
mp-754134,HfZrO4,203.819,98.598,197.58703630896528,87.7422525699495
mp-977310,OsAu3,183.641,15.146,226.84469565916282,58.8738765324263
mp-23709,Mg(AlH4)2,17.913,7.326,37.75519715342439,26.25526453772637
mp-30344,Li2InAg,43.023,15.372,56.76249460263814,28.267512705931765
mp-1345518,CaTi2O4,155.411,86.945,188.48536169579648,100.13615265094262
mp-11366,ZrZnCu2,121.262,42.491,145.40890796486173,62.86622114976251
mp-35035,KCN,15.286,7.891,46.15995662391056,16.803513006277253
mp-328,Zr2Ni,117.807,20.086,119.0897920427106,28.980753076965765
mp-568587,CrCuSe2,79.768,30.456,75.53341096692043,38.71829626562636
mp-23041,SbSI,6.858,45.967,43.98534469876528,21.926709208530056
mp-30825,PaRh3,212.903,92.757,215.9444214588935,69.65588248827157
mp-510557,CsN3,15.276,7.301,48.03596781090975,26.5279525923786
mp-30472,Ca2GaCu2,53.652,25.146,63.373953046918864,30.68600645640375
mp-1216966,TiCrB4,277.905,223.639,307.38703459708813,275.09210005307233
mp-1039106,SnBi,49.232,5.49,57.09473413947529,2.6383029685586767
mp-867979,LaInHg2,52.025,11.561,68.64621530973707,27.232693518987986
mp-7364,Ca(SiAu)2,93.089,36.257,108.46110355192167,44.82188677638327
mp-10010,Al(CoSi)2,187.321,97.117,187.77639582536614,113.83906380055186
mp-92,Si,107.613,62.896,113.43459288931777,76.4353308745878
mp-242,SrB6,144.836,110.605,180.57395538401454,142.26858394445105
mp-16488,Al9Co2,107.487,72.22,117.79685147971786,70.52814747802837
mp-30080,Li2GePd,62.413,22.035,81.25496577802598,31.50200749790772
mp-30658,VGaNi2,167.969,38.51,199.96285611995276,69.42565136975854
mp-570557,NbCo3,199.865,38.258,210.83833770624108,102.49742438978357
mp-975868,Li3Al,26.875,18.203,38.36614520911295,11.808775288550342
mp-505198,CsCu4Se3,37.252,15.102,65.51688363343905,24.367431698906223
mp-770649,Li5NbO5,99.64,64.543,147.8976237918796,86.807368311326
mp-1018121,TiPd2,160.261,99.939,208.5364383812834,50.950787235668784
mp-20214,UGa3,83.085,52.872,100.57171866807707,64.21621500862015
mp-865113,NaNdAu2,57.865,17.696,54.70467315900437,18.936949696694036
mp-1025281,Ti2NiSe4,69.621,41.997,96.97181399049889,59.90350784264364
mp-8932,Cs2SiP2,15.288,8.595,39.63512772008624,27.64741387941877
mp-982245,PbAuO3,132.88,48.968,124.15179355705163,59.4586833597745
mp-982780,K3Cd,5.074,2.625,5.624689903790408,3.1705852255387454
mp-16482,TiAlAu2,138.455,26.152,146.73443880541558,50.60690577409426
mp-1025377,Cd(AgI2)2,10.114,5.05,25.537790098862843,10.556678679432869
mp-20106,Li2NdSb2,41.162,21.469,47.311658599310526,33.542258138007846
mp-22541,MnNiSb,98.538,0.5750000000000001,99.4443924174945,31.58632455976025
mp-982070,VIr,270.236,116.36,299.3351990643,130.30911324804967
mp-865871,Li2ZnAu,46.741,4.542,61.74713536554757,25.5578795261324
mp-30683,ZrGa2,99.541,62.966,115.00952883941221,66.6466334447637
mp-567220,Hf2SbP,122.772,69.177,135.08431115025272,86.31630922940583
mp-1734,CaZn5,59.683,35.088,75.57227702815486,40.36589266486345
mp-862431,Sc2AgOs,123.096,45.47,142.9223970899604,62.13265285861244
mp-569270,V3B4,278.729,233.825,382.64774974595457,296.21511863342266
mp-567203,La(SiOs)2,136.757,80.697,183.05379720069854,96.73838851620333
mp-866109,HoNbOs2,200.406,84.188,219.5761205335398,67.30678818053643
mp-974253,HoErZn2,62.845,30.971,52.53442423836806,27.871474633472396
mp-755323,DyClO,69.64,32.308,90.3601960219696,41.67445350989799
mp-865533,Ti2ReOs,240.23,110.684,240.72633025766265,106.87106051687475
mp-30846,Sn3Pt2,102.187,30.087,105.5360025069519,50.964373718179694
mp-1029531,Sr3ReN3,58.683,28.697,105.74999099287886,55.65052545069347
mp-2205,LuPd,102.592,40.255,103.58661290505373,40.2710950199024
mp-20290,TbCuPb,69.232,45.363,77.3177239813513,45.3349580282553
mp-28770,Ca2FeN2,77.679,42.257,116.95255502346396,71.99230161438098
mp-1009848,TcC,239.569,47.813,200.9922040579845,60.220659305554726
mp-21910,Nd3AlN,32.77,10.085,17.36455270390246,3.3685649392391657
mp-20697,ZrNiSb,133.345,55.766,140.42818799463004,78.59488419415841
mp-13459,NaCdSb,32.293,13.704,40.12582223268199,22.25369477519317
mp-3208,ZrGeTe,52.592,43.277,116.27132865986401,79.98119220724162
mp-4043,NbCu3Se4,33.566,22.259,84.41016168946454,41.677249815297934
mp-867902,LiSiRh2,186.513,102.23,231.93547720494936,121.81358625900934
mp-1018107,ZrTe2,13.477,13.397,59.78014044261792,36.358258983619784
